Identifiant du lieu;Année du tournage;Type de tournage;Titre;Réalisateur;Producteur;Localisation de la scène;Code postal;Date de début;Date de fin;Coordonnée en X;Coordonnée en Y;geo_shape;geo_point_2d
2019-721;2019;Long métrage;TOUT SIMPLEMENT NOIR;John WAX, Jean-Pascal ZADI;GAUMONT CHEZ GAUMONT PRODUCTION;247 rue de crimée, 75019 paris;75019;2019-06-26;2019-06-26;2.37258238;48.89436029;"{""coordinates"": [2.372582379654883, 48.894360293510914], ""type"": ""Point""}";48.894360293510914, 2.372582379654883
2016-1424;2016;Série TV;ENGRENAGES SAISON 6/N° 7 A 12;FREDERIC MERMOUD;SON ET LUMIERE;PLACE  DES FETES;75019;2016-10-04;2016-10-04;2.393126;48.877481;"{""coordinates"": [2.393125999970931, 48.877480999764366], ""type"": ""Point""}";48.877480999764366, 2.393125999970931
2021-1678;2021;Série TV;Lupin - Saison 2;Ludovic BERNARD;Gaumont Production Télévision;quai françois mitterrand, 75001 paris;75001;2021-11-30;2021-11-30;2.33665273;48.8593059;"{""coordinates"": [2.336652726353452, 48.85930590225964], ""type"": ""Point""}";48.85930590225964, 2.336652726353452
2019-1687;2019;Série TV;ASTRID ET RAPHAËLLE;FREDERIC BERTHE;JLA PRODUCTIONS;place de l'opéra, 75009 paris;75009;2019-12-03;2019-12-03;2.33187457;48.8710898;"{""coordinates"": [2.331874565395843, 48.87108979466138], ""type"": ""Point""}";48.87108979466138, 2.331874565395843
2016-1461;2016;Série TV;ALICE NEVERS, LE JUGE EST UNE FEMME/80 ET 81;JULIEN ZIDI;EGO PRODUCTION;4  BOULEVARD  DU PALAIS/PALAIS DE JUSTICE;75001;2016-03-01;2016-03-01;2.345992;48.855732;"{""coordinates"": [2.345992000062119, 48.85573200023884], ""type"": ""Point""}";48.85573200023884, 2.345992000062119
2021-1684;2021;Long métrage;LES VOLETS VERTS;Jean BECKER;ARPROD;rue des lions saint-paul, 75004 paris;75004;2021-11-16;2021-11-17;2.36207492;48.85248083;"{""coordinates"": [2.362074917003371, 48.85248082717099], ""type"": ""Point""}";48.85248082717099, 2.362074917003371
2016-336;2016;Téléfilm;LOVE LOCKS;MARTIN WOOD;LES FILMS DU MARIGOT;PLACE  DE LA CONCORDE;75008;2016-11-28;2016-11-28;2.3218769999999997;48.867065;"{""coordinates"": [2.321876999360347, 48.86706500040975], ""type"": ""Point""}";48.86706500040975, 2.321876999360347
2020-160;2020;Téléfilm;BELLE BELLE BELLE;ANNE DEPETRINI;felicita films;11 passage hébrard, 75010 paris;75010;2020-03-04;2020-03-05;2.37230407;48.87292672;"{""coordinates"": [2.372304070609157, 48.87292672321374], ""type"": ""Point""}";48.87292672321374, 2.372304070609157
2021-1706;2021;Série Web;TIME QUEST;SERGE RAMELLI;ARCHI 12 PRODUCTION;pont des arts, 75001 paris;75001;2021-11-16;2021-11-16;2.33754677;48.85838862;"{""coordinates"": [2.3375467712017, 48.85838861560237], ""type"": ""Point""}";48.85838861560237, 2.3375467712017
2016-357;2016;Long métrage;LE PETIT SPIROU;NICOLAS BARY;LES FILMS DU CAP;37  BOULEVARD  JOURDAN/CITE UNIVERSITAIRE;75014;2016-09-23;2016-09-23;2.33899;48.820544;"{""coordinates"": [2.338989999848337, 48.820544000377566], ""type"": ""Point""}";48.820544000377566, 2.338989999848337
2021-818;2021;Long métrage;La Goutte d'Or;Clément Cogitore;Kazak Productions;15 rue d'orsel, 75018 paris;75018;2021-06-29;2021-06-29;2.34554344;48.88403909;"{""coordinates"": [2.345543444675088, 48.884039090077316], ""type"": ""Point""}";48.884039090077316, 2.345543444675088
2021-1723;2021;Long métrage;REVOIR PARIS;ALICE WINOCOUR;DHARAMSALA;37 boulevard de clichy, 75009 paris;75009;2021-11-23;2021-11-26;2.3352301300000002;48.88278813;"{""coordinates"": [2.335230125545642, 48.88278813045605], ""type"": ""Point""}";48.88278813045605, 2.335230125545642
2016-396;2016;Long métrage;LES EX;MAURICE BARTHELEMY;RADAR FILMS;55  AVENUE  DE SAXE;75007;2016-10-03;2016-10-03;2.31276;48.846804;"{""coordinates"": [2.312759999975351, 48.846804000202944], ""type"": ""Point""}";48.846804000202944, 2.312759999975351
2021-830;2021;Long métrage;LA PAGE BLANCHE;Murielle MAGELLAN;PARTNERS IN CRIME;18 rue lhomond, 75005 paris;75005;2021-06-23;2021-06-23;2.34610734;48.8436159;"{""coordinates"": [2.346107341116543, 48.8436159003191], ""type"": ""Point""}";48.8436159003191, 2.346107341116543
2021-1732;2021;Long métrage;Rue des Dames;Mohamed BOUROKBA;La Rumeur Filme;9 villa compoint, 75017 paris;75017;2021-11-29;2021-11-30;2.3245748600000002;48.89189463;"{""coordinates"": [2.324574859743983, 48.89189463194975], ""type"": ""Point""}";48.89189463194975, 2.324574859743983
2016-1906;2016;Long métrage;UNE SAISON EN FRANCE;MAHAMAT-SALEH HAROUN;PILI FILMS;RUE  DES RIGOLES;75020;2016-11-15;2016-11-15;2.392451;48.872521;"{""coordinates"": [2.392451000322856, 48.87252099985075], ""type"": ""Point""}";48.87252099985075, 2.392451000322856
2021-886;2021;Long métrage;LA PAGE BLANCHE;Murielle MAGELLAN;PARTNERS IN CRIME;63 rue riquet, 75018 paris;75018;2021-06-29;2021-06-30;2.3642768;48.88983647;"{""coordinates"": [2.364276803654482, 48.889836468103425], ""type"": ""Point""}";48.889836468103425, 2.364276803654482
2021-1745;2021;Long métrage;ANTI-SQUAT;Nicolas SILHOL;KAZAK PRODUCTIONS;38 boulevard soult, 75012 paris;75012;2021-12-07;2021-12-07;2.40917906;48.83984209;"{""coordinates"": [2.409179064620763, 48.83984209133024], ""type"": ""Point""}";48.83984209133024, 2.409179064620763
2016-1931;2016;Long métrage;LA DOULEUR;EMMANUEL FINKIEL;LES FILMS DU POISSON;RUE  ARISTIDE BRIAND;75007;2016-08-16;2016-08-16;2.3192589999999997;48.861627;"{""coordinates"": [2.319258999574679, 48.86162699979472], ""type"": ""Point""}";48.86162699979472, 2.319258999574679
2021-892;2021;Long métrage;LA PAGE BLANCHE;Murielle MAGELLAN;PARTNERS IN CRIME;2 rue poulbot, 75018 paris;75018;2021-06-29;2021-06-29;2.33978604;48.88691793;"{""coordinates"": [2.339786035800783, 48.8869179334255], ""type"": ""Point""}";48.8869179334255, 2.339786035800783
2021-1771;2021;Téléfilm;Fille de paysan;Julie Manoukian;MINTEE STUDIO;pont alexandre iii, 75007 paris;75007;2021-12-06;2021-12-06;2.31348065;48.8631595;"{""coordinates"": [2.313480651338884, 48.8631594982296], ""type"": ""Point""}";48.8631594982296, 2.313480651338884
2016-1938;2016;Série TV;LE BUREAU DES LEGENDES/SAISON 2 N°1 A 8;ERIC ROCHANT;THE OLIGARCHS PRODUCTIONS;10  RUE  CHATEAUBRIAND/HOTEL ATALA;75008;2016-01-14;2016-01-14;2.302266;48.873405;"{""coordinates"": [2.30226599938013, 48.87340499967839], ""type"": ""Point""}";48.87340499967839, 2.30226599938013
2021-899;2021;Long métrage;LA PAGE BLANCHE;Murielle MAGELLAN;PARTNERS IN CRIME;passage des abbesses, 75018 paris;75018;2021-06-29;2021-06-29;2.3380451300000002;48.88485172;"{""coordinates"": [2.338045130759335, 48.88485171867806], ""type"": ""Point""}";48.88485171867806, 2.338045130759335
2021-1775;2021;Long métrage;REVOIR PARIS;ALICE WINOCOUR;DHARAMSALA;19 avenue de l'opéra, 75001 paris;75001;2021-12-03;2021-12-04;2.33409677;48.86595589;"{""coordinates"": [2.334096768414246, 48.865955884380035], ""type"": ""Point""}";48.865955884380035, 2.334096768414246
2020-799;2020;Série Web;Jeune et Golri;Fanny Sidney;THE FILM TV;rue boyer, 75020 paris;75020;2020-11-10;2020-11-10;2.39248389;48.86786815;"{""coordinates"": [2.392483890219865, 48.867868148208764], ""type"": ""Point""}";48.867868148208764, 2.392483890219865
2021-901;2021;Série TV;DROLE;Farid BENTOUMI - Bryan MARCIANO;LES FILMS DU KIOSQUE;place du général catroux, 75017 paris;75017;2021-06-28;2021-06-28;2.3103934600000002;48.88261831;"{""coordinates"": [2.310393461187219, 48.88261831241983], ""type"": ""Point""}";48.88261831241983, 2.310393461187219
2021-1815;2021;Série TV;TIKKOUN;XAVIER GIANNOLI;CURIOSA FILMS;7 avenue matignon, 75008 paris;75008;2021-12-13;2021-12-13;2.31148655;48.86991806;"{""coordinates"": [2.311486548279777, 48.86991805724647], ""type"": ""Point""}";48.86991805724647, 2.311486548279777
2020-807;2020;Long métrage;8 Rue de l'Humanité;Dany BOON;PATHÉ PROD EXÉ;place de la république, 75011 paris;75011;2020-11-09;2020-11-11;2.36479185;48.86635144;"{""coordinates"": [2.364791850060801, 48.86635144192642], ""type"": ""Point""}";48.86635144192642, 2.364791850060801
2021-910;2021;Série TV;NOTRE-DAME, LA PART DU FEU;HERVÉ HADMAR;CHEYENNE FEDERATION;6 parvis notre-dame place jean-paul ii, 75004 paris;75004;2021-08-03;2021-08-04;2.3489005;48.85299076;"{""coordinates"": [2.348900499486905, 48.852990755497316], ""type"": ""Point""}";48.852990755497316, 2.348900499486905
2021-1817;2021;Série TV;ASTRID ET RAPHAËLLE SAISON 3;Julien Séri;JLA PRODUCTIONS;14 rue des lilas, 75019 paris;75019;2021-12-20;2021-12-21;2.39627613;48.87892067;"{""coordinates"": [2.396276130305192, 48.87892066630627], ""type"": ""Point""}";48.87892066630627, 2.396276130305192
2020-811;2020;Long métrage;ROBUSTE;CONSTANCE MEYER;DHARAMSALA;avenue edward tuck, 75008 paris;75008;2020-11-24;2020-11-24;2.31875322;48.86498936;"{""coordinates"": [2.31875321565241, 48.864989358575045], ""type"": ""Point""}";48.864989358575045, 2.31875321565241
2021-921;2021;Long métrage;Rue des dames;Hamé et Ekoué;LA RUMEUR FILME;24 rue louis braille, 75012 paris;75012;2021-07-05;2021-07-05;2.40295492;48.83964555;"{""coordinates"": [2.402954919717771, 48.83964555275172], ""type"": ""Point""}";48.83964555275172, 2.402954919717771
2020-435;2020;Série TV;L'art du crime saison 4;Elsa Bennett et Hippolyte Dard;GAUMONT TELEVISION c/o GAUMONT PRODUCTION TELEVISION;19 avenue rachel, 75018 paris;75018;2020-09-14;2020-09-14;2.33077115;48.88518564;"{""coordinates"": [2.330771152144262, 48.885185636861706], ""type"": ""Point""}";48.885185636861706, 2.330771152144262
2020-815;2020;Long métrage;La Menace;Philippe Le Guay;Les Films Des Tournelles;48 rue marx dormoy, 75018 paris;75018;2020-11-09;2020-11-09;2.35999872;48.88763043;"{""coordinates"": [2.359998716917104, 48.88763042525003], ""type"": ""Point""}";48.88763042525003, 2.359998716917104
2021-928;2021;Long métrage;Rue des dames;Hamé et Ekoué;LA RUMEUR FILME;153 rue legendre, 75017 paris;75017;2021-07-15;2021-07-16;2.3246033;48.8906556;"{""coordinates"": [2.324603302427596, 48.89065560271433], ""type"": ""Point""}";48.89065560271433, 2.324603302427596
2019-1633;2019;Long métrage;French Exit;Azazel Jacobs;Same Player;rue antoine vollon, 75012 paris;75012;2019-12-07;2019-12-07;2.37651854;48.85006698;"{""coordinates"": [2.376518535230019, 48.850066976220155], ""type"": ""Point""}";48.850066976220155, 2.376518535230019
2020-820;2020;Téléfilm;A LA FOLIE;Andréa BESCOND - Eric METAYER;GM6;chemin de ceinture du lac inférieur, 75016 paris;75016;2020-11-19;2020-11-20;2.26425028;48.86640764;"{""coordinates"": [2.264250280000241, 48.86640763841565], ""type"": ""Point""}";48.86640763841565, 2.264250280000241
2021-940;2021;Série TV;JEUX D'INFLUENCE -SAISON 2;Jean-Xavier de LESTRADE;WHAT'S UP FILM;60 avenue marceau, 75008 paris;75008;2021-07-05;2021-07-05;2.29819534;48.87029831;"{""coordinates"": [2.29819533790934, 48.87029830720041], ""type"": ""Point""}";48.87029830720041, 2.29819533790934
2018-1300;2018;Long métrage;Belle Fille;Méliane Marcaggi;My Family;55b quai de valmy, 75010 paris;75010;2018-11-07;2018-11-08;2.3654638;48.87053731;"{""coordinates"": [2.365463800548445, 48.87053730753914], ""type"": ""Point""}";48.87053730753914, 2.365463800548445
2020-830;2020;Long métrage;La Menace;Philippe Le Guay;Les Films Des Tournelles;37 rue boulard, 75014 paris;75014;2020-11-11;2020-11-11;2.32806583;48.83266612;"{""coordinates"": [2.328065829866136, 48.832666116473675], ""type"": ""Point""}";48.832666116473675, 2.328065829866136
2021-956;2021;Série Web;Joseph Rencontre - Pilote;Max Siegle;Capisco;place des cinq martyrs du lycée buffon, 75015 paris;75015;2021-06-30;2021-06-30;2.31720621;48.8384232;"{""coordinates"": [2.317206214158067, 48.83842319735181], ""type"": ""Point""}";48.83842319735181, 2.317206214158067
2018-1310;2018;Long métrage;FIN DE MATINEE;Hiroshi NISHATANI;COMME DES CINEMAS;port de la tournelle, 75005 paris;75005;2018-11-07;2018-11-08;2.3562644;48.84957632;"{""coordinates"": [2.35626439946888, 48.849576321022035], ""type"": ""Point""}";48.849576321022035, 2.35626439946888
2018-1074;2018;Long métrage;La nuit, je mens...;Stéphane Batut;ZADIG FILMS;avenue du lac, 75019 paris;75019;2018-09-14;2018-09-15;2.3816825;48.88055646;"{""coordinates"": [2.381682502553794, 48.8805564637014], ""type"": ""Point""}";48.8805564637014, 2.381682502553794
2021-958;2021;Série TV;Vite et Bien;Maka Sidibé;Objectif moon;17 rue du charolais, 75012 paris;75012;2021-07-17;2021-07-17;2.38670761;48.84023949;"{""coordinates"": [2.386707608232917, 48.8402394879861], ""type"": ""Point""}";48.8402394879861, 2.386707608232917
2018-1020;2018;Série TV;Osmosis;Pierre Aknin, Philippe Larue;CAPA SERIES;20 rue duperré, 75009 paris;75009;2018-08-29;2018-08-30;2.33558174;48.88211048;"{""coordinates"": [2.335581735319126, 48.88211047526358], ""type"": ""Point""}";48.88211047526358, 2.335581735319126
2018-1076;2018;Long métrage;Femme-Enfant;Amro Hamzawi;ECCE FILMS;48 rue rené boulanger, 75010 paris;75010;2018-09-26;2018-09-27;2.36012445;48.86858133;"{""coordinates"": [2.360124450939691, 48.8685813279232], ""type"": ""Point""}";48.8685813279232, 2.360124450939691
2016-1561;2016;Long métrage;FLORA63;STEPHANE ROBELIN;ICI ET LA PRODUCTIONS;AVENUE  FOCH;75016;2016-05-09;2016-05-09;2.284752;48.87326;"{""coordinates"": [2.284752000521777, 48.8732599996427], ""type"": ""Point""}";48.8732599996427, 2.284752000521777
2019-278;2019;Série TV;BALTHAZAR 7,8;VINCENT JAMAIN;BEAUBOURG STORIES;12 rue des barres, 75004 paris;75004;2019-04-09;2019-04-09;2.35532074;48.85534247;"{""coordinates"": [2.355320742818312, 48.85534246810602], ""type"": ""Point""}";48.85534246810602, 2.355320742818312
2018-1081;2018;Long métrage;Femme-Enfant;Amro Hamzawi;ECCE FILMS;12 rue du borrégo, 75020 paris;75020;2018-09-28;2018-09-29;2.39894426;48.87258704;"{""coordinates"": [2.398944256783029, 48.87258704261813], ""type"": ""Point""}";48.87258704261813, 2.398944256783029
2020-216;2020;Série TV;FAMILY BUSINESS S2;IGOR GOTESMAN;SAS LES FILMS DU KIOSQUE;avenue du tremblay, 75012 paris;75012;2020-05-19;2020-05-20;2.45685783;48.83264399;"{""coordinates"": [2.456857830218333, 48.83264398956054], ""type"": ""Point""}";48.83264398956054, 2.456857830218333
2016-253;2016;Long métrage;UNE VIE VIOLENTE;THIERRY DE PERRETI;LES FILMS VELVET;RUE  DU DEPART;75014;2016-06-16;2016-06-17;2.323236;48.842147;"{""coordinates"": [2.323236000599695, 48.842146999836785], ""type"": ""Point""}";48.842146999836785, 2.323236000599695
2018-1085;2018;Long métrage;Van Gogh in love;Jean-Luc Ayach;Ciné science;place le corbusier, 75007 paris;75007;2018-09-21;2018-09-21;2.3267749;48.85174229;"{""coordinates"": [2.326774899695069, 48.8517422897935], ""type"": ""Point""}";48.8517422897935, 2.326774899695069
2020-218;2020;Série TV;FAMILY BUSINESS S2;IGOR GOTESMAN;SAS LES FILMS DU KIOSQUE;route du ruisseau, 75012 paris;75012;2020-05-19;2020-05-20;2.43279847;48.82274177;"{""coordinates"": [2.43279847323752, 48.82274177186967], ""type"": ""Point""}";48.82274177186967, 2.43279847323752
2016-1785;2016;Série TV;ALICE NEVERS LE JUGE EST UNE FEMME/86 ET 87;CHRISTOPHE DELPIAS;EGO PRODUCTION;59  AVENUE  DE SEGUR;75007;2016-12-01;2016-12-01;2.307613;48.849014;"{""coordinates"": [2.307612999865245, 48.84901399957857], ""type"": ""Point""}";48.84901399957857, 2.307612999865245
2018-1093;2018;Long métrage;La nuit, je mens...;Stéphane Batut;ZADIG FILMS;71 rue de belleville, 75019 paris;75019;2018-09-13;2018-09-15;2.3831805;48.87356412;"{""coordinates"": [2.383180498098356, 48.87356411679272], ""type"": ""Point""}";48.87356411679272, 2.383180498098356
2020-224;2020;Long métrage;ADIEU MONSIEUR HAFFMANN;FRED CAVAYÉ;VENDOME FILMS;12 rue malebranche, 75005 paris;75005;2020-06-12;2020-06-14;2.3418464;48.84665029;"{""coordinates"": [2.341846400845359, 48.84665029129522], ""type"": ""Point""}";48.84665029129522, 2.341846400845359
2016-1792;2016;Long métrage;MARIE FRANCINE;VALERIE LEMERCIER;RECTANGLE PRODUCTIONS;15  RUE  MICHEL ANGE;75016;2016-06-06;2016-06-06;2.263329;48.846784;"{""coordinates"": [2.26332899985691, 48.84678399964573], ""type"": ""Point""}";48.84678399964573, 2.26332899985691
2018-1095;2018;Série Web;LES AVENTURES DE RICHARD;Guillaume VATAN;FABLABCHANNEL;rue de bretagne, 75003 paris;75003;2018-09-24;2018-09-24;2.36208597;48.86311343;"{""coordinates"": [2.362085965471136, 48.863113433940285], ""type"": ""Point""}";48.863113433940285, 2.362085965471136
2020-228;2020;Long métrage;Envole Moi;Christophe Barratier;Chapter 2;27 avenue des champs elysées, 75008 paris;75008;2020-06-11;2020-06-11;2.30749557;48.86945591;"{""coordinates"": [2.307495565209808, 48.86945591023112], ""type"": ""Point""}";48.86945591023112, 2.307495565209808
2016-1806;2016;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;PASSERELLE*  DE LA MOSELLE;75019;2016-04-11;2016-04-11;2.391546;48.875537;"{""coordinates"": [2.3915460000300772, 48.87553699966618], ""type"": ""Point""}";48.87553699966618, 2.3915460000300772
2021-11;2021;Téléfilm;FUGUEUSE - SEMAINE 11 SUR 12;JEROME CORNUAU;VEMA PRODUCTION;5 rue frochot, 75009 paris;75009;2021-01-05;2021-01-05;2.33738209;48.88140408;"{""coordinates"": [2.33738208618197, 48.88140408102435], ""type"": ""Point""}";48.88140408102435, 2.33738208618197
2020-270;2020;Téléfilm;Coma Idyllique;Gabriel Julien Laférriere;Scarlett Production;avenue de breteuil, 75007 paris;75007;2020-06-29;2020-06-29;2.3114232599999998;48.84883162;"{""coordinates"": [2.311423255678838, 48.848831619261865], ""type"": ""Point""}";48.848831619261865, 2.311423255678838
2016-1816;2016;Téléfilm;FILLES D'AUJOURD'HUI;THEODORE BONNET;STUDIO BAGEL PRODUCTIONS;46/50  TERRE PLEIN  CENTRAL BOULEVARD EDGAR QUINET;75014;2016-01-22;2016-01-22;2.326543;48.840764;"{""coordinates"": [2.326542999913813, 48.84076400022461], ""type"": ""Point""}";48.84076400022461, 2.326542999913813
2021-27;2021;Téléfilm;Fuimos Conciones;;FILMS EN TETE;quai des orfèvres, 75001 paris;75001;2021-01-07;2021-01-07;2.34326304;48.85510453;"{""coordinates"": [2.343263041937734, 48.85510452788805], ""type"": ""Point""}";48.85510452788805, 2.343263041937734
2021-996;2021;Téléfilm;MEMOIRE TROUBLE;DENIS MALLEVAL;FRANCE TV STUDIO;36 quai des orfèvres, 75001 paris;75001;2021-07-29;2021-07-29;2.3434385;48.85525622;"{""coordinates"": [2.343438497418155, 48.85525622232327], ""type"": ""Point""}";48.85525622232327, 2.343438497418155
2016-1841;2016;Série TV;LA LICORNE;AVRIL BESSON;DELANTE FILMS;RUE  JEAN FRANCOIS LEPINE;75018;2016-11-02;2016-11-02;2.358258;48.886176;"{""coordinates"": [2.358258000454182, 48.886176000372906], ""type"": ""Point""}";48.886176000372906, 2.358258000454182
2021-41;2021;Long métrage;Le Déchanché d'Elvis;Lauriane Escaffre, Yvonnick Muller;ADNP QUAD FILMS;8 passage rochebrune, 75011 paris;75011;2021-01-29;2021-01-29;2.38001067;48.86183937;"{""coordinates"": [2.380010667514473, 48.86183936432046], ""type"": ""Point""}";48.86183936432046, 2.380010667514473
2021-1003;2021;Téléfilm;MEMOIRE TROUBLE;DENIS MALLEVAL;FRANCE TV STUDIO;36 rue yves toudic, 75010 paris;75010;2021-07-28;2021-07-28;2.36253756;48.8713459;"{""coordinates"": [2.362537559667061, 48.87134589489382], ""type"": ""Point""}";48.87134589489382, 2.362537559667061
2020-456;2020;Long métrage;Être En Mouvement;Éric Gravel;Novoprod;108 rue saint-lazare, 75008 paris;75008;2020-09-14;2020-09-14;2.32536654;48.8755623;"{""coordinates"": [2.325366542009892, 48.87556230377948], ""type"": ""Point""}";48.87556230377948, 2.325366542009892
2016-721;2016;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;RUE  LAMARCK;75018;2016-02-25;2016-02-25;2.336994;48.890117;"{""coordinates"": [2.33699399971802, 48.8901170002483], ""type"": ""Point""}";48.8901170002483, 2.33699399971802
2021-1006;2021;Téléfilm;MEMOIRE TROUBLE;DENIS MALLEVAL;FRANCE TV STUDIO;10 boulevard du palais, 75001 paris;75001;2021-07-28;2021-07-28;2.3449402;48.85464967;"{""coordinates"": [2.344940199015131, 48.854649672828984], ""type"": ""Point""}";48.854649672828984, 2.344940199015131
